PublishedDate|Language|Alert_definition|PT|Title|Content|Id|LinkURI
2023-10-06T22:36:21Z|en|flood|all|<b>Flood</b> Debris Clean-Up Project Begins with Boulder Placement on Happy Trails - Town of High River|This work is part of the <b>Flood</b> Impacted Debris Clean-up project. Boulders will prevent vehicle access into the restored area. There are no expected&nbsp;...|tag:google.com,2013:googlealerts/feed:3054090474507583090|https://highriver.ca/news/flood-debris-clean-up
2023-10-06T21:47:59Z|en|flood|all|Vermont&#39;s <b>flood</b>-damaged capital is slowly rebuilding. And it&#39;s asking tourists and residents to help|MONTPELIER, Vt. (AP) — Nearly three months after severe <b>flooding</b> inundated Vermont&#39;s capital city, Montpelier businesses launched an event Friday&nbsp;...|tag:google.com,2013:googlealerts/feed:4476358572457941329|https://nationalpost.com/pmn/news-pmn/vermonts-flood-damaged-capital-is-slowly-rebuilding-and-its-asking-tourists-and-residents-to-help
2023-10-06T20:16:04Z|en|flood|all|VIDEO: Minister visits Williams Lake to see LiDAR aerial mapping project - Vernon Morning Star|... <b>flooding</b>, fires, conservation, old growth protection and resource development. ... Cullen said many communities are telling government, including in the&nbsp;...|tag:google.com,2013:googlealerts/feed:3938094818323179432|https://www.vernonmorningstar.com/news/video-minister-visits-williams-lake-to-see-lidar-aerial-mapping-project-5558896
2023-10-06T18:55:18Z|en|flood|all|Weather Disasters Displaced 43 Million Children in 6 Years, UNICEF Says - VOA|... <b>flooding</b> rivers, cyclonic winds and <b>floods</b> that follow a storm. Some children, like 10-year-old Shukri Mohamed Ibrahim, are already on the move&nbsp;...|tag:google.com,2013:googlealerts/feed:10040552973769102013|https://www.voanews.com/a/weather-disasters-displaced-43-million-children-in-6-years-unicef-says/7299419.html
2023-10-06T18:02:09Z|en|flood|all|Georgetown mini forest a first of its kind in Credit River watershed - Halton Hills News|“Mini forests capture carbon quicker, generate shade which helps to cool our cities, provide food and shelter for wildlife, and reduce <b>flood</b> risk by&nbsp;...|tag:google.com,2013:googlealerts/feed:3781152581074067110|https://www.haltonhillstoday.ca/local-news/georgetown-mini-forest-a-first-of-its-kind-in-credit-river-watershed-7650113
2023-10-06T17:59:44Z|en|flood|all|Weather-related disasters led to 43.1 million displacements of children over six years - UNICEF|River <b>floods</b> alone projected to displace almost 96 million children over next 30 years, new analysis shows.|tag:google.com,2013:googlealerts/feed:3523952840442408878|https://www.unicef.org/press-releases/weather-related-disasters-led-431-million-displacements-children-over-six-years
2023-10-06T23:16:32Z|fr|inondation|all|Fortes précipitations prévues ce week-end: comment se préparer au pire? - TVA Nouvelles|À Montréal-Nord, par exemple, on n&#39;a pas oublié les <b>inondations</b> du 30 août ... <b>inondation</b> chez vous. «[Il faut] s&#39;assurer que les becs de gouttière&nbsp;...|tag:google.com,2013:googlealerts/feed:15010929424589595617|https://www.tvanouvelles.ca/2023/10/06/fortes-precipitations-prevues-ce-week-end-comment-se-preparer-au-pire
2023-10-06T13:28:11Z|fr|inondation|all|Les crues de lacs glaciaires, un danger imprévisible - TVA Nouvelles|Si ces barrages naturels sont rompus, de grandes quantités d&#39;eau peuvent s&#39;échapper soudainement des lacs, provoquant des <b>inondations</b> dévastatrices.|tag:google.com,2013:googlealerts/feed:4726483303814721351|https://www-nocache.tvanouvelles.ca/2023/10/06/les-crues-de-lacs-glaciaires-un-danger-imprevisible
2023-10-06T13:07:33Z|fr|inondation|all|"Après la chaleur, le froid, et jusqu&#39;à 80 mm de pluie au Québec | JDQ"|Faible risque d&#39;<b>inondation</b>. Au chapitre des bonnes nouvelles, nous ne sommes pas en période de forte amplitude de marées, les sols sont secs et les&nbsp;...|tag:google.com,2013:googlealerts/feed:3765379998065762251|https://www.journaldequebec.com/2023/10/05/apres-la-chaleur-le-froid-et-jusqua-80-mm-de-pluie-au-quebec
2023-10-07T03:08:59Z|fr|embacle|all|LNAH: le Cool FM de retour en compétition dès ce soir - EnBeauce.com|Ce fût un très bon match au stade duBreton encore une fois. L&#39;<b>Embâcle</b> à remporté ce match serré par la marque de 26 à 20. Antoine Zapata à une fois de&nbsp;...|tag:google.com,2013:googlealerts/feed:15299458801427387064|https://www.enbeauce.com/actualites/sports-et-loisirs/594721/lnah-le-cool-fm-de-retour-en-competition-des-ce-soir
2023-10-06T11:17:11Z|fr|embacle|all|Hockey: les Chevaliers remportent leur duel face aux Albatros - EnBeauce.com|L&#39;équipe de football catégorie cadet de L&#39;<b>Embâcle</b> de la polyvalente Benoît-Vachon a remporte, la fin de semaine passée, sa deuxième victoire&nbsp;...|tag:google.com,2013:googlealerts/feed:12735180592470930433|https://www.enbeauce.com/actualites/sports-et-loisirs/594406/hockey-les-chevaliers-remportent-leur-duel-face-aux-albatros
2023-10-06T06:00:42Z|fr|embacle|all|Football: L&#39;<b>Embâcle</b> remporte sa deuxième victoire consécutive - EnBeauce.com|Par Germain Chartier, Journaliste. L&#39;équipe de football catégorie cadet de L&#39;<b>Embâcle</b> de la polyvalente Benoît-&nbsp;...|tag:google.com,2013:googlealerts/feed:3235740911096704273|https://www.enbeauce.com/actualites/sports-et-loisirs/594424/football-lembacle-remporte-sa-deuxieme-victoire-consecutive
2023-10-08T04:51:20Z|en|flood|all|Sikkim flash <b>floods</b>: 29 bodies found in Teesta, toll rises to 73 - The Times of India|Twenty-nine bodies have been retrieved from various parts of the Teesta river in Sikkim, Jalpaiguri, Cooch Behar, and Bangladesh, bringing the <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:10602048127013778584|https://m.timesofindia.com/city/kolkata/sikkim-flash-floods-29-bodies-found-in-teesta-toll-rises-to-73/articleshow/104247405.cms
2023-10-08T04:32:50Z|en|flood|all|Deaths rise to 47 after an icy <b>flood</b> swept through India&#39;s Himalayan northeast - Toronto Star|Buildings are inundated after flash <b>floods</b> triggered by sudden heavy rainfall swamped Rangpo town in Sikkim, India, Friday, Oct. 6. 2023. A <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:10458996982959634344|https://www.thestar.com/news/world/asia/deaths-rise-to-47-after-an-icy-flood-swept-through-indias-himalayan-northeast/article_ffe486dc-3445-5f07-8bea-1ce580e33542.html
2023-10-08T03:58:16Z|en|flood|all|Attack on Israel Is Calculated and Ruthless — And That&#39;s Hamas - The Washington Post|Alyan&#39;s words will resonate less than those of Mohammed Deif, a Hamas military commander, who said that “Operation Al-Aqsa <b>Flood</b>” was launched because&nbsp;...|tag:google.com,2013:googlealerts/feed:5701337675043646345|https://www.washingtonpost.com/business/2023/10/07/attack-on-israel-is-calculated-and-ruthless-and-that-s-hamas/28af4256-6535-11ee-b406-3ea724995806_story.html
2023-10-08T03:20:00Z|en|flood|all|"Sikkim&#39;s loss is Bengal&#39;s gain: Puja rush to Hills after flash <b>flood</b> jitters | Kolkata News"|Due to the recent flash <b>flood</b> in north Sikkim, tourists are cancelling their trips to the region during Durga Puja and instead booking vacations&nbsp;...|tag:google.com,2013:googlealerts/feed:15878955696844462295|https://m.timesofindia.com/city/kolkata/sikkims-loss-is-bengals-gain-puja-rush-to-hills-after-flash-flood-jitters/articleshow/104250098.cms
2023-10-08T02:32:19Z|en|flood|all|The Palestinian Resistance Rises Toward Revolution, Return and Liberation|The operation, called Al-Aqsa <b>Flood</b>, was launched on the 50th anniversary of the 1973 war in which Egypt reclaimed the occupied Sinai from Zionist&nbsp;...|tag:google.com,2013:googlealerts/feed:10803444354633381278|https://cpcml.ca/cpcmlarticle2310071947/
2023-10-08T01:46:00Z|en|flood|all|Rainfall warning: <b>flooding</b> on some Montreal streets|<b>Flooding</b> on some Montreal streets; parts of Quebec under rainfall warning. Rainy day&nbsp;...|tag:google.com,2013:googlealerts/feed:9893312211396542646|https://montreal.citynews.ca/2023/10/07/flooding-montreal-streets-rainfall-warning/
2023-10-08T00:01:13Z|en|flood|all|Parts of Quebec under rainfall warning, localized <b>flooding</b> on some Montreal streets|The agency further warns of possible, “localized <b>flooding</b> in low-lying areas.” In some parts of Montreal, water overflowed street curbs, spilling&nbsp;...|tag:google.com,2013:googlealerts/feed:1534913205128514584|https://www.theglobeandmail.com/canada/article-parts-of-quebec-under-rainfall-warning-localized-flooding-on-some/
2023-10-07T23:57:45Z|en|flood|all|"B.C. woman fundraising after family members killed in Morocco earthquake | Globalnews.ca"|... <b>floods</b>,. 0:47 Canada &#39;ready to assist&#39; with Libya <b>floods</b>, Morocco earthquake, Nagorno-Karabakh conflict: Rae. close video mute video unmute video&nbsp;...|tag:google.com,2013:googlealerts/feed:14340447761938832495|https://globalnews.ca/news/10012197/bc-fundraiser-morocco-earthquake/
2023-10-07T23:32:44Z|en|flood|all|&#39;It was like Niagara Falls&#39;: Montreal condo residents sue city after building <b>floods</b> several times|A group of condo residents in Montreal&#39;s Ville-Marie borough is suing the city after their building <b>flooded</b> several times.|tag:google.com,2013:googlealerts/feed:3016628065284824767|https://www.iheartradio.ca/cjad/it-was-like-niagara-falls-montreal-condo-residents-sue-city-after-building-floods-several-times-1.20343079
2023-10-07T20:42:27Z|en|flood|all|CSI Greenwich Cancels Competition Due To Severe Weather Conditions - Equnews|... <b>flooding</b> in the week leading up to CSI Greenwich. With the additional rainfall yesterday and the further expected rain and <b>flood</b> watch presently&nbsp;...|tag:google.com,2013:googlealerts/feed:6535704555972532245|https://equnews.com/international-2/csi-greenwich-cancels-competition-due-to-severe-weather-conditions
2023-10-07T20:40:08Z|en|flood|all|Parts of Quebec under rainfall warning, localized <b>flooding</b> on some Montreal streets - Toronto Star|Rainfall warning, some <b>flooded</b> streets in Montreal. MONTREAL - Water accumulated on several Montreal streets Saturday after between 50 and 60&nbsp;...|tag:google.com,2013:googlealerts/feed:16259557257436356447|https://www.thestar.com/news/canada/parts-of-quebec-under-rainfall-warning-localized-flooding-on-some-montreal-streets/article_f09c3cbb-fe6b-52e5-a5ba-75ce72d2cafa.html
2023-10-07T19:41:58Z|en|flood|all|Parts of Quebec under rainfall warning, localized <b>flooding</b> on some Montreal streets|MONTREAL — Water accumulated on several Montreal streets Saturday after between 50 and 60 millimetres of rain fell on the metro area between&nbsp;...|tag:google.com,2013:googlealerts/feed:9285259153809668443|https://www.timescolonist.com/weather-news/parts-of-quebec-under-rainfall-warning-localized-flooding-on-some-montreal-streets-7655571
2023-10-07T17:48:50Z|en|flood|all|Parts of Quebec under rainfall warning; localized <b>flooding</b> in Montreal - The Pipestone Flyer|Between 40 and 70 mm of rain expected in much of the central part of the province: Environment Canada.|tag:google.com,2013:googlealerts/feed:6345790582172144859|https://www.pipestoneflyer.ca/national-news/parts-of-quebec-under-rainfall-warning-localized-flooding-in-montreal/
2023-10-07T16:06:06Z|en|flood|all|Parts of Quebec under rainfall warning, localized <b>flooding</b> on some Montreal streets|The agency further warns of possible, &quot;localized <b>flooding</b> in low-lying areas.&quot; In some parts of Montreal, water overflowed street curbs, spilling&nbsp;...|tag:google.com,2013:googlealerts/feed:8628981263659975817|https://www.timescolonist.com/national-news/parts-of-quebec-under-rainfall-warning-localized-flooding-on-some-montreal-streets-7655565
2023-10-07T16:04:41Z|en|flood|all|VIDEO: Have the chops to chuck an axe? - Sault Ste. Marie News - SooToday.com|Alex <b>Flood</b> about 3 hours ago. Share by Email &middot; Share on ... About the Author: Alex <b>Flood</b>. Alex is a recent graduate from the College&nbsp;...|tag:google.com,2013:googlealerts/feed:14071399035504114311|https://www.sootoday.com/local-news-videos/video-have-the-chops-to-chuck-an-axe-7654696
2023-10-07T15:18:24Z|en|flood|all|Parts of Quebec under rainfall warning, localized <b>flooding</b> on some Montreal streets|MONTREAL - Parts of Quebec are subject to rainfall warnings as Environment Canada forecasts some areas could receive up to 70 millimetres of&nbsp;...|tag:google.com,2013:googlealerts/feed:7150675365025419132|https://www.pentictonherald.ca/news/national_news/article_3fca543f-fe24-53f5-a2c1-821f7e428ccf.html
2023-10-07T14:55:55Z|en|flood|all|Hamas fighters fire rockets, enter Israel in unprecedented attack - Hürriyet Daily News|The ruling Hamas group in the Gaza Strip carried out an unprecedented, multi-front attack on Israel at daybreak Saturday, firing thousands of&nbsp;...|tag:google.com,2013:googlealerts/feed:6515805119966303754|https://www.hurriyetdailynews.com/thousands-of-rockets-fired-as-operation-al-aqsa-flood-begins-hamas-186847
2023-10-07T14:54:39Z|en|flood|all|Quebec faces holiday weekend washout, localized <b>flood</b> risk - Yahoo News Canada|Rainfall warnings are in effect across Quebec as two systems combine to produce heavy rain and a risk for localized <b>flooding</b> over the Thanksgiving&nbsp;...|tag:google.com,2013:googlealerts/feed:4195270645176188238|https://ca.style.yahoo.com/flood-risk-grows-significant-rain-122054581.html
2023-10-07T14:51:53Z|en|flood|all|Parts of Quebec under rainfall warning, localized <b>flooding</b> on some Montreal streets|MONTREAL — Parts of Quebec are subject to rainfall warnings as Environment Canada forecasts some areas could receive up to 70 millimetres of&nbsp;...|tag:google.com,2013:googlealerts/feed:4879155981363123946|https://www.cochraneeagle.ca/national-news/parts-of-quebec-under-rainfall-warning-localized-flooding-on-some-montreal-streets-7655563
2023-10-07T14:50:43Z|en|flood|all|Deaths rise to 47 after an icy <b>flood</b> swept through India&#39;s Himalayan northeast - CTV News|The <b>flood</b> began shortly after midnight Wednesday, when the waters of a glacial lake overflowed, cracking open the biggest hydroelectric dam in Sikkim&nbsp;...|tag:google.com,2013:googlealerts/feed:12418441271964383111|https://www.ctvnews.ca/world/deaths-rise-to-47-after-an-icy-flood-swept-through-india-s-himalayan-northeast-1.6593076
